id,text,module,section
REQ-0525,For each shot  the product shall notify the players whether the shot was a hit or miss.,Functional,PROMISE-exp
REQ-0526,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,Functional,PROMISE-exp
REQ-0527,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,Functional,PROMISE-exp
REQ-0528,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,Functional,PROMISE-exp
REQ-0529,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,Functional,PROMISE-exp
REQ-0530,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,Functional,PROMISE-exp
REQ-0531,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,Functional,PROMISE-exp
REQ-0532,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,Functional,PROMISE-exp
REQ-0533,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,Functional,PROMISE-exp
REQ-0534,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,Functional,PROMISE-exp
REQ-0535,The product shall continue to assign turns until the game is ended.,Functional,PROMISE-exp
REQ-0536,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player\92s ships  which had not been previously marked as sunk.,Functional,PROMISE-exp
REQ-0537,The product shall allow a player to end a game at any time during the game.,Functional,PROMISE-exp
REQ-0538,When a game is ended  the product shall notify the players that the game is ended.,Functional,PROMISE-exp
REQ-0539,The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,Functional,PROMISE-exp
REQ-0540,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,Functional,PROMISE-exp
REQ-0541,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,Functional,PROMISE-exp
REQ-0542,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,Usability,PROMISE-exp
REQ-0543,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,Usability,PROMISE-exp
REQ-0544,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,Performance,PROMISE-exp
REQ-0545,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,Performance,PROMISE-exp
REQ-0546,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,Performance,PROMISE-exp
REQ-0547,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,Availability,PROMISE-exp
REQ-0548,The system must be available for use between 7:00AM and 11:59PM all days of the year.,Availability,PROMISE-exp
REQ-0549,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,Maintainability,PROMISE-exp
REQ-0550,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security,PROMISE-exp
REQ-0551,The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security,PROMISE-exp
REQ-0552,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security,PROMISE-exp
REQ-0553,The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,Look-and-Feel,PROMISE-exp
REQ-0554,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,Look-and-Feel,PROMISE-exp
REQ-0555,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,Look-and-Feel,PROMISE-exp
REQ-0556,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,Look-and-Feel,PROMISE-exp
REQ-0557,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,Usability,PROMISE-exp
REQ-0558,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,Usability,PROMISE-exp
REQ-0559,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),Usability,PROMISE-exp
REQ-0560,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,Performance,PROMISE-exp
REQ-0561,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,Performance,PROMISE-exp
REQ-0562,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,Performance,PROMISE-exp
REQ-0563,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,Performance,PROMISE-exp
REQ-0564,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,Performance,PROMISE-exp
REQ-0565,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,Availability,PROMISE-exp
REQ-0566,The product shall be robust.The product shall have fault avoidance based on standards adoption.,Fault-Tolerance,PROMISE-exp
REQ-0567,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,Fault-Tolerance,PROMISE-exp
REQ-0568,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,Scalability,PROMISE-exp
REQ-0569,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,Operational,PROMISE-exp
REQ-0570,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,Operational,PROMISE-exp
REQ-0571,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,Maintainability,PROMISE-exp
REQ-0572,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,Maintainability,PROMISE-exp
REQ-0573,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,Maintainability,PROMISE-exp
REQ-0574,The product shall have security.The product shall provide authentication  and authorization.,Security,PROMISE-exp
REQ-0575,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,Security,PROMISE-exp
REQ-0576,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,Security,PROMISE-exp
REQ-0577,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,Look-and-Feel,PROMISE-exp
REQ-0578,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,Look-and-Feel,PROMISE-exp
REQ-0579,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,Look-and-Feel,PROMISE-exp
REQ-0580,The interface must summarize the data in a fashion that\92s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,Look-and-Feel,PROMISE-exp
REQ-0581,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,Usability,PROMISE-exp
REQ-0582,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,Usability,PROMISE-exp
REQ-0583,Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),Usability,PROMISE-exp
REQ-0584,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,Usability,PROMISE-exp
REQ-0585,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),Usability,PROMISE-exp
REQ-0586,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,Usability,PROMISE-exp
REQ-0587,The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.,Availability,PROMISE-exp
REQ-0588,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,Scalability,PROMISE-exp
REQ-0589,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,Scalability,PROMISE-exp
REQ-0590,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,Operational,PROMISE-exp
REQ-0591,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,Operational,PROMISE-exp
REQ-0592,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,Maintainability,PROMISE-exp
REQ-0593,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,Maintainability,PROMISE-exp
REQ-0594,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,Security,PROMISE-exp
REQ-0595,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.,Security,PROMISE-exp
REQ-0596,Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page,Security,PROMISE-exp
REQ-0597,The Commissioner will be the only authorized user per league to adjust league settings.,Security,PROMISE-exp
REQ-0598,Each page shall contain a navigation menu which shows the index into which the current page is contained.,Look-and-Feel,PROMISE-exp
REQ-0599,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,Look-and-Feel,PROMISE-exp
REQ-0600,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,Look-and-Feel,PROMISE-exp
REQ-0601,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,Usability,PROMISE-exp
REQ-0602,Users shall be able to reach the \91add\92  \91drop\92  and \91trade player\92 pages with one click from the team owner\92s page.,Usability,PROMISE-exp
REQ-0603,Users shall be able to view at least 25 NFL player statistics and points on each page.,Usability,PROMISE-exp
REQ-0604,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,Usability,PROMISE-exp
REQ-0605,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,Performance,PROMISE-exp
REQ-0606,The application shall have a downtime of at most 10 minutes per year.,Availability,PROMISE-exp
REQ-0607,The application shall run on a web application server.,Operational,PROMISE-exp
REQ-0608,A primary database will be used to store cached data for active users.,Operational,PROMISE-exp
REQ-0609,A secondary database will be used to store historical statistics and data.,Operational,PROMISE-exp
REQ-0610,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,Maintainability,PROMISE-exp
REQ-0611,New System version releases shall be released at the beginning of each NFL season.,Maintainability,PROMISE-exp
REQ-0612,The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,Availability,PROMISE-exp
REQ-0613,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,Operational,PROMISE-exp
REQ-0614,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,Operational,PROMISE-exp
REQ-0615,The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.,Operational,PROMISE-exp
REQ-0616,Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,Maintainability,PROMISE-exp
REQ-0617,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.,Maintainability,PROMISE-exp
REQ-0618,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,Security,PROMISE-exp
REQ-0619,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,Security,PROMISE-exp
REQ-0620,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,Look-and-Feel,PROMISE-exp
REQ-0621,The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,Look-and-Feel,PROMISE-exp
REQ-0622,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,Usability,PROMISE-exp
REQ-0623,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,Performance,PROMISE-exp
REQ-0624,The system shall operate on Unix and Windows operating systems.,Portability,PROMISE-exp
REQ-0625,The system shall be evoked by typing “pine” into a command or shell prompt.,Operational,PROMISE-exp
REQ-0626,The system shall use the SMTP mail protocol.,Operational,PROMISE-exp
REQ-0627,The system shall support the ability to perform a send and receive operation.,Functional,PROMISE-exp
REQ-0628,The system shall support the ability to perform a send only operation.,Functional,PROMISE-exp
REQ-0629,The system shall support the ability to perform a receive only operation.,Functional,PROMISE-exp
REQ-0630,The system shall use a text-based interface to display a listing of available mail.,Look-and-Feel,PROMISE-exp
REQ-0631,The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,Usability,PROMISE-exp
REQ-0632,The system shall display and embed in each message a date/timestamp of when the message was sent.,Functional,PROMISE-exp
REQ-0633,The system shall allow a text search that users may use to find mail messages.,Functional,PROMISE-exp
REQ-0634,The system search feature should support the use of regular expressions in search.,Functional,PROMISE-exp
REQ-0635,The system shall provide an option to withdraw money.,Functional,PROMISE-exp
REQ-0636,The system shall query the user for the amount of money.,Functional,PROMISE-exp
REQ-0637,The system shall query the user for the account type.,Functional,PROMISE-exp
REQ-0638,The system shall validate the amount is available in the user’s account before releasing funds to the user.,Functional,PROMISE-exp
REQ-0639,The system shall validate the amount is a multiple of $20.,Functional,PROMISE-exp
REQ-0640,The system shall debit the user’s account upon withdrawal of funds.,Functional,PROMISE-exp
REQ-0641,The system shall be able to issue a specific amount of money to the user.,Functional,PROMISE-exp
REQ-0642,The meeting scheduler system shall be able to select a participant as an important participant.,Functional,PROMISE-exp
REQ-0643,The meeting scheduler system shall cancel a meeting due to canceling of an important participant.,Functional,PROMISE-exp
REQ-0644,The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,Functional,PROMISE-exp
REQ-0645,The meeting scheduler shall be accessed from the Web.,Operational,PROMISE-exp
REQ-0646,The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.,Functional,PROMISE-exp
REQ-0647,The meeting scheduler system may provide the “meeting initiator” a summary of the scan of “potential meeting participants” showing available “time slots” and schedule conflicts as a means of informing the “meeting initiator” of the overall results of the system.,Functional,PROMISE-exp
REQ-0648,The meeting scheduler system may be able to include an agenda for a meeting proposal.,Functional,PROMISE-exp
REQ-0649,The meeting scheduler system may suggest a “virtual meeting” for available “time slots” if no location is available or feasible for the meeting.,Functional,PROMISE-exp
REQ-0650,The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.,Functional,PROMISE-exp
REQ-0651,A meeting scheduler system will temporarily reserve the “time slots” for the proposed meeting.,Functional,PROMISE-exp
REQ-0652,A meeting scheduler system will inform the “potential meeting participant” of the meeting.,Functional,PROMISE-exp
REQ-0653,The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,Usability,PROMISE-exp
REQ-0654,The system must be quickly accessible by both managers and chefs.,Usability,PROMISE-exp
REQ-0655,The system must be intuitive and simple in the way it displays all relevant data and relationships.,Usability,PROMISE-exp
REQ-0656,The menus of the system must be easily navigable by the users with buttons that are easy to understand.,Usability,PROMISE-exp
REQ-0657,All the functions of the system must be available to the user every time the system is turned on.,Availability,PROMISE-exp
REQ-0658,The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,Legal,PROMISE-exp
REQ-0659,The client should agree to EULA before using our software.,Legal,PROMISE-exp
REQ-0660,All Web pages generated by the system shall be fully downloadable in no more than 10 seconds over a 40KBps modem connection.,Performance,PROMISE-exp
REQ-0661,Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,Performance,PROMISE-exp
REQ-0662,The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.,Performance,PROMISE-exp
REQ-0663,All network transactions that involve financial information or personally identifiable information shall be encrypted.,Security,PROMISE-exp
REQ-0664,Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.,Functional,PROMISE-exp
REQ-0665,Patrons shall log in according to the restricted computer system access policy.,Security,PROMISE-exp
REQ-0666,The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,Functional,PROMISE-exp
REQ-0667,Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,Security,PROMISE-exp
REQ-0668,Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.,Availability,PROMISE-exp
REQ-0669,System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,Security,PROMISE-exp
REQ-0670,The online registration system is “self-service style” system that shall initially address the student registration needs.,Functional,PROMISE-exp
REQ-0671,All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.,Operational,PROMISE-exp
REQ-0672,95% of users will not need to read the user manual to be able to use the application.,Usability,PROMISE-exp
REQ-0673,Changes made to the Manage My ID website can be adopted without altering the iOS application.,Maintainability,PROMISE-exp
REQ-0674,The application should be connected to the Internet.,Availability,PROMISE-exp
REQ-0675,The application should be connected to the GPS device.,Availability,PROMISE-exp
REQ-0676,The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.,Maintainability,PROMISE-exp
REQ-0677,Test environments should be built for the application to allow testing of the applications different functions.,Maintainability,PROMISE-exp
REQ-0678,The application should be portable with iOS and Android.,Portability,PROMISE-exp
REQ-0679,The system shall show a tabbed display (or equivalent functionality) with the campus map on one tab and info on the most recently announced building on the other.,Look-and-Feel,PROMISE-exp
REQ-0680,The system shall allow the user to scroll the campus map from the campus map tab.,Usability,PROMISE-exp
REQ-0681,The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,Look-and-Feel,PROMISE-exp
REQ-0682,The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.,Look-and-Feel,PROMISE-exp
REQ-0683,The system shall provide a way to return to the startup screen.,Usability,PROMISE-exp
REQ-0684,It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.,Functional,PROMISE-exp
REQ-0685,The system should maintain correct schedules of labs and the documentation of all the lab equipment.,Functional,PROMISE-exp
REQ-0686,The system should use the company colors and logos.,Look-and-Feel,PROMISE-exp
REQ-0687,The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).,Fault-Tolerance,PROMISE-exp
REQ-0688,The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.,Look-and-Feel,PROMISE-exp
REQ-0689,The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,Operational,PROMISE-exp
REQ-0690,The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.,Fault-Tolerance,PROMISE-exp
REQ-0691,A waiter password used for tablet login must have a bit-strength of at least 64 bits.,Security,PROMISE-exp
REQ-0692,A waiter password used for tablet login must be changed every three months.,Security,PROMISE-exp
REQ-0693,A waiter shall only be able to log into one tablet at any given instance of time.,Security,PROMISE-exp
REQ-0694,A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,Security,PROMISE-exp
REQ-0695,A display shall not require a user to log in.,Security,PROMISE-exp
REQ-0696,A surface computer shall not require a user to log in.,Security,PROMISE-exp
REQ-0697,A tablet shall require a user to log in using a username and password.,Security,PROMISE-exp
REQ-0698,The system will fully function in major browsers.,Portability,PROMISE-exp
REQ-0699,The system will support mobile users in some way.,Portability,PROMISE-exp
REQ-0700,Responses to view information shall take no longer than 5 seconds to appear on the screen.,Performance,PROMISE-exp
REQ-0701,The system shall accommodate large data items without fault.,Fault-Tolerance,PROMISE-exp
REQ-0702,System will use secured database.,Security,PROMISE-exp
REQ-0703,Unauthorised users can only read data without modifying anything.,Security,PROMISE-exp
REQ-0704,ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.,Fault-Tolerance,PROMISE-exp
REQ-0705,Authenticate and Login user to the web app.,Functional,PROMISE-exp
REQ-0706,Enable new users to register to the tech support system.,Functional,PROMISE-exp
REQ-0707,Enable a registered user to change his password if he forgets his password.,Functional,PROMISE-exp
REQ-0708,Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.,Functional,PROMISE-exp
REQ-0709,Enable a user to view questions and their corresponding answers.,Functional,PROMISE-exp
REQ-0710,Enable a logged in user to ask questions.,Functional,PROMISE-exp
REQ-0711,Enable a logged in user to post answers.,Functional,PROMISE-exp
REQ-0712,Enable a logged in user to up vote and down vote answers.,Functional,PROMISE-exp
REQ-0713,Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,Functional,PROMISE-exp
REQ-0714,Enable the admin to generate reports which contains all the posts and their corresponding replies.,Functional,PROMISE-exp
REQ-0715,Information transmission should be securely transmitted to server without any changes in information.,Security,PROMISE-exp
REQ-0716,Be intuitive even to first time users,Look-and-Feel,PROMISE-exp
REQ-0717,Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,Operational,PROMISE-exp
REQ-0718,All transactions at the Flea Market require a valid user ID and password.,Security,PROMISE-exp
REQ-0719,Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,Security,PROMISE-exp
REQ-0720,The IP addresses where the transaction was made from will be logged.,Security,PROMISE-exp
REQ-0721,User passwords will be stored in the database in an encrypted format.,Security,PROMISE-exp
REQ-0722,Most of the system functions will be controlled using the administrative interface.,Functional,PROMISE-exp
REQ-0723,Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.,Maintainability,PROMISE-exp
REQ-0724,Information recorded must include an optional field for context.,Functional,PROMISE-exp
REQ-0725,Information should be tagged according to who is entering the data.,Functional,PROMISE-exp
REQ-0726,It must be able to download the most recent medical record.,Functional,PROMISE-exp
REQ-0727,It must store the most recent copy of information in its application data folder.,Functional,PROMISE-exp
REQ-0728,It must only update the parts that have changed when connecting to the server.,Operational,PROMISE-exp
REQ-0729,It must be able to change and update information on the server.,Operational,PROMISE-exp
REQ-0730,The application must log the user out when it is exited.,Security,PROMISE-exp
REQ-0731,A correct combination of username and password is required for a user to login.,Security,PROMISE-exp
REQ-0732,It should give a drill-down view of all data in the medical record after logging in.,Look-and-Feel,PROMISE-exp
REQ-0733,The user must be able to set an option to hide information based on who has tagged it.,Functional,PROMISE-exp
REQ-0734,The user must be able to add photos from his/her photo library to his/her medical record.,Functional,PROMISE-exp
REQ-0735,It must allow a user to login.,Functional,PROMISE-exp
REQ-0736,It must allow a user to logout.,Functional,PROMISE-exp
REQ-0737,All information must be viewable on the website.,Functional,PROMISE-exp
REQ-0738,All information must be updatable on the website.,Functional,PROMISE-exp
REQ-0739,It must allow a user to download a backup of their medical information.,Functional,PROMISE-exp
REQ-0740,Logout must be automatic after 1 hour of inactivity.,Security,PROMISE-exp
REQ-0741,Full data backups must be created daily.,Security,PROMISE-exp
REQ-0742,A user must be logged on to be able to view or edit any medical information.,Functional,PROMISE-exp
REQ-0743,Each account must securely store all of its data.,Security,PROMISE-exp
REQ-0744,Each account must have a separate identifying account number.,Functional,PROMISE-exp
REQ-0745,The system shall allow user to choose filling that they want.,Functional,PROMISE-exp
REQ-0746,The system shall allow user to choose their preferable topping.,Functional,PROMISE-exp
REQ-0747,The system shall allow user to decorate their doughnut.,Functional,PROMISE-exp
REQ-0748,The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,Functional,PROMISE-exp
REQ-0749,The system should take the customer name.,Functional,PROMISE-exp
REQ-0750,The system should keep the customer contact number.,Functional,PROMISE-exp
REQ-0751,The system should keep the customer email.,Functional,PROMISE-exp
REQ-0752,The system should ask the user to key in the pickup date.,Functional,PROMISE-exp
REQ-0753,The system should require the user to state time when should the doughnut be delivered.,Functional,PROMISE-exp
REQ-0754,The system should have to keep the location where the doughnut will be send.,Operational,PROMISE-exp
REQ-0755,The website is available whenever the users want to use it.,Availability,PROMISE-exp
REQ-0756,The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,Security,PROMISE-exp
REQ-0757,The system must automatically log out all customers after a period of inactivity.,Security,PROMISE-exp
REQ-0758,The system should not leave any cookies on the customer’s computer containing the user’s password.,Security,PROMISE-exp
REQ-0759,The system’s back-end servers shall only be accessible to authenticated administrators.,Security,PROMISE-exp
REQ-0760,Sensitive data will be encrypted before being sent over insecure connections like the internet.,Security,PROMISE-exp
REQ-0761,The system provides storage of all databases on redundant computers with automatic switchover.,Operational,PROMISE-exp
REQ-0762,The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.,Fault-Tolerance,PROMISE-exp
REQ-0763,An end-user may use this system on any OS; either it is Windows or Linux.,Portability,PROMISE-exp
REQ-0764,The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.,Look-and-Feel,PROMISE-exp
REQ-0765,The system should be able to manage all the information incoming from the database and the catalogue.,Operational,PROMISE-exp
REQ-0766,The product is Web based therefore it will be used in any environment that allows Web access.,Portability,PROMISE-exp
REQ-0767,For the system to successfully operate the registration system should be integrated with other IT services and the portal.,Operational,PROMISE-exp
REQ-0768,The system should need to be entirely self-supporting since the users would be using it only to register courses.,Usability,PROMISE-exp
REQ-0769,The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,Portability,PROMISE-exp
REQ-0770,Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.,Security,PROMISE-exp
REQ-0771,The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,Security,PROMISE-exp
REQ-0772,The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,Fault-Tolerance,PROMISE-exp
REQ-0773,The system shall be available 99.5% of the time.,Availability,PROMISE-exp
REQ-0774,The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,Security,PROMISE-exp
REQ-0775,Each user shall either be trusted or not trusted.,Security,PROMISE-exp
REQ-0776,All source code and development related documents shall be controlled under a version control system.,Maintainability,PROMISE-exp
REQ-0777,All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.,Maintainability,PROMISE-exp
REQ-0778,Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.,Portability,PROMISE-exp
REQ-0779,High level of performance requires high speed network and high level of connectivity.,Performance,PROMISE-exp
REQ-0780,The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.,Operational,PROMISE-exp
REQ-0781,Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,Security,PROMISE-exp
