id,text,module,section,page,source_doc,requirement_type,criticality
STRESS-0283,The flight control function shall exit automatic mode when pilot override is detected. Stress scenario page 71 shall preserve traceability for buffer 11.,Flight Control,Automatic Mode,71,daily_uav_fms_batch_2,functional,high
STRESS-0284,The system shall maintain the automatic mode state when required to exit automatic mode when pilot override is detected. Stress scenario page 71 shall preserve traceability for buffer 12.,Flight Control,Automatic Mode,71,daily_uav_fms_batch_2,functional,high
STRESS-0285,The flight control function shall limit lateral control command rate to the configured bound. Stress scenario page 72 shall preserve traceability for buffer 13.,Flight Control,Automatic Mode,72,daily_uav_fms_batch_2,functional,high
STRESS-0286,The system shall maintain the automatic mode state when required to limit lateral control command rate to the configured bound. Stress scenario page 72 shall preserve traceability for buffer 14.,Flight Control,Automatic Mode,72,daily_uav_fms_batch_2,functional,high
STRESS-0287,The flight control function shall limit vertical control command rate to the configured bound. Stress scenario page 72 shall preserve traceability for buffer 15.,Flight Control,Automatic Mode,72,daily_uav_fms_batch_2,functional,high
STRESS-0288,The system shall maintain the automatic mode state when required to limit vertical control command rate to the configured bound. Stress scenario page 72 shall preserve traceability for buffer 16.,Flight Control,Automatic Mode,72,daily_uav_fms_batch_2,functional,high
STRESS-0289,The flight control function shall inhibit arming when any flight-control self-test fails. Stress scenario page 73 shall preserve traceability for buffer 17.,Flight Control,Automatic Mode,73,daily_uav_fms_batch_2,functional,high
STRESS-0290,The system shall maintain the automatic mode state when required to inhibit arming when any flight-control self-test fails. Stress scenario page 73 shall preserve traceability for buffer 1.,Flight Control,Automatic Mode,73,daily_uav_fms_batch_2,functional,high
STRESS-0291,The power management function shall estimate remaining battery capacity from voltage current and temperature. Stress scenario page 73 shall preserve traceability for buffer 2.,Power Management,Battery Readiness,73,daily_uav_fms_batch_2,functional,high
STRESS-0292,The system shall maintain the battery readiness state when required to estimate remaining battery capacity from voltage current and temperature. Stress scenario page 73 shall preserve traceability for buffer 3.,Power Management,Battery Readiness,73,daily_uav_fms_batch_2,functional,high
STRESS-0293,The power management function shall inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 74 shall preserve traceability for buffer 4.,Power Management,Battery Readiness,74,daily_uav_fms_batch_2,functional,high
STRESS-0294,The system shall maintain the battery readiness state when required to inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 74 shall preserve traceability for buffer 5.,Power Management,Battery Readiness,74,daily_uav_fms_batch_2,functional,high
STRESS-0295,The power management function shall inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 74 shall preserve traceability for buffer 6.,Power Management,Battery Readiness,74,daily_uav_fms_batch_2,functional,high
STRESS-0296,The system shall maintain the battery readiness state when required to inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 74 shall preserve traceability for buffer 7.,Power Management,Battery Readiness,74,daily_uav_fms_batch_2,functional,high
STRESS-0297,The power management function shall publish battery readiness status to mission management. Stress scenario page 75 shall preserve traceability for buffer 8.,Power Management,Battery Readiness,75,daily_uav_fms_batch_2,functional,high
STRESS-0298,The system shall maintain the battery readiness state when required to publish battery readiness status to mission management. Stress scenario page 75 shall preserve traceability for buffer 9.,Power Management,Battery Readiness,75,daily_uav_fms_batch_2,functional,high
STRESS-0299,The power management function shall record battery health trend data for maintenance. Stress scenario page 75 shall preserve traceability for buffer 10.,Power Management,Battery Readiness,75,daily_uav_fms_batch_2,functional,high
STRESS-0300,The system shall maintain the battery readiness state when required to record battery health trend data for maintenance. Stress scenario page 75 shall preserve traceability for buffer 11.,Power Management,Battery Readiness,75,daily_uav_fms_batch_2,functional,high
STRESS-0301,The communications function shall detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 76 shall preserve traceability for buffer 12.,Communications,Lost Link,76,daily_uav_fms_batch_3,functional,medium
STRESS-0302,The system shall maintain the lost link state when required to detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 76 shall preserve traceability for buffer 13.,Communications,Lost Link,76,daily_uav_fms_batch_3,functional,medium
STRESS-0303,The communications function shall enter lost-link behavior after the lost_link timer expires. Stress scenario page 76 shall preserve traceability for buffer 14.,Communications,Lost Link,76,daily_uav_fms_batch_3,functional,medium
STRESS-0304,The system shall maintain the lost link state when required to enter lost-link behavior after the lost_link timer expires. Stress scenario page 76 shall preserve traceability for buffer 15.,Communications,Lost Link,76,daily_uav_fms_batch_3,functional,medium
STRESS-0305,The communications function shall retry command acknowledgement within three seconds. Stress scenario page 77 shall preserve traceability for buffer 16.,Communications,Lost Link,77,daily_uav_fms_batch_3,functional,medium
STRESS-0306,The system shall maintain the lost link state when required to retry command acknowledgement within three seconds. Stress scenario page 77 shall preserve traceability for buffer 17.,Communications,Lost Link,77,daily_uav_fms_batch_3,functional,medium
STRESS-0307,The communications function shall queue telemetry packets while the downlink is unavailable. Stress scenario page 77 shall preserve traceability for buffer 1.,Communications,Lost Link,77,daily_uav_fms_batch_3,functional,medium
STRESS-0308,The system shall maintain the lost link state when required to queue telemetry packets while the downlink is unavailable. Stress scenario page 77 shall preserve traceability for buffer 2.,Communications,Lost Link,77,daily_uav_fms_batch_3,functional,medium
STRESS-0309,The communications function shall flush queued telemetry after link recovery. Stress scenario page 78 shall preserve traceability for buffer 3.,Communications,Lost Link,78,daily_uav_fms_batch_3,functional,medium
STRESS-0310,The system shall maintain the lost link state when required to flush queued telemetry after link recovery. Stress scenario page 78 shall preserve traceability for buffer 4.,Communications,Lost Link,78,daily_uav_fms_batch_3,functional,medium
STRESS-0311,The payload control function shall reject payload slew commands that exceed configured motion limits. Stress scenario page 78 shall preserve traceability for buffer 5.,Payload Control,Payload Motion,78,daily_uav_fms_batch_3,functional,medium
STRESS-0312,The system shall maintain the payload motion state when required to reject payload slew commands that exceed configured motion limits. Stress scenario page 78 shall preserve traceability for buffer 6.,Payload Control,Payload Motion,78,daily_uav_fms_batch_3,functional,medium
STRESS-0313,The payload control function shall stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 79 shall preserve traceability for buffer 7.,Payload Control,Payload Motion,79,daily_uav_fms_batch_3,functional,medium
STRESS-0314,The system shall maintain the payload motion state when required to stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 79 shall preserve traceability for buffer 8.,Payload Control,Payload Motion,79,daily_uav_fms_batch_3,functional,medium
STRESS-0315,The payload control function shall publish payload pointing status to telemetry. Stress scenario page 79 shall preserve traceability for buffer 9.,Payload Control,Payload Motion,79,daily_uav_fms_batch_3,functional,medium
STRESS-0316,The system shall maintain the payload motion state when required to publish payload pointing status to telemetry. Stress scenario page 79 shall preserve traceability for buffer 10.,Payload Control,Payload Motion,79,daily_uav_fms_batch_3,functional,medium
STRESS-0317,The payload control function shall hold payload position during automatic mode exit. Stress scenario page 80 shall preserve traceability for buffer 11.,Payload Control,Payload Motion,80,daily_uav_fms_batch_3,functional,medium
STRESS-0318,The system shall maintain the payload motion state when required to hold payload position during automatic mode exit. Stress scenario page 80 shall preserve traceability for buffer 12.,Payload Control,Payload Motion,80,daily_uav_fms_batch_3,functional,medium
STRESS-0319,The payload control function shall log payload constraint violations for maintenance review. Stress scenario page 80 shall preserve traceability for buffer 13.,Payload Control,Payload Motion,80,daily_uav_fms_batch_3,functional,medium
STRESS-0320,The system shall maintain the payload motion state when required to log payload constraint violations for maintenance review. Stress scenario page 80 shall preserve traceability for buffer 14.,Payload Control,Payload Motion,80,daily_uav_fms_batch_3,functional,medium
STRESS-0321,The health monitoring function shall run power-on self-test before enabling mission functions. Stress scenario page 81 shall preserve traceability for buffer 15.,Health Monitoring,Fault Response,81,daily_uav_fms_batch_3,functional,medium
STRESS-0322,The system shall maintain the fault response state when required to run power-on self-test before enabling mission functions. Stress scenario page 81 shall preserve traceability for buffer 16.,Health Monitoring,Fault Response,81,daily_uav_fms_batch_3,functional,medium
STRESS-0323,The health monitoring function shall aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 81 shall preserve traceability for buffer 17.,Health Monitoring,Fault Response,81,daily_uav_fms_batch_3,functional,medium
STRESS-0324,The system shall maintain the fault response state when required to aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 81 shall preserve traceability for buffer 1.,Health Monitoring,Fault Response,81,daily_uav_fms_batch_3,functional,medium
STRESS-0325,The health monitoring function shall raise emergency response when critical health flags are active. Stress scenario page 82 shall preserve traceability for buffer 2.,Health Monitoring,Fault Response,82,daily_uav_fms_batch_3,functional,medium
STRESS-0326,The system shall maintain the fault response state when required to raise emergency response when critical health flags are active. Stress scenario page 82 shall preserve traceability for buffer 3.,Health Monitoring,Fault Response,82,daily_uav_fms_batch_3,functional,medium
STRESS-0327,The health monitoring function shall store health-monitor events in the event log. Stress scenario page 82 shall preserve traceability for buffer 4.,Health Monitoring,Fault Response,82,daily_uav_fms_batch_3,functional,medium
STRESS-0328,The system shall maintain the fault response state when required to store health-monitor events in the event log. Stress scenario page 82 shall preserve traceability for buffer 5.,Health Monitoring,Fault Response,82,daily_uav_fms_batch_3,functional,medium
STRESS-0329,The health monitoring function shall clear transient health flags only after the configured debounce timer. Stress scenario page 83 shall preserve traceability for buffer 6.,Health Monitoring,Fault Response,83,daily_uav_fms_batch_3,functional,medium
STRESS-0330,The system shall maintain the fault response state when required to clear transient health flags only after the configured debounce timer. Stress scenario page 83 shall preserve traceability for buffer 7.,Health Monitoring,Fault Response,83,daily_uav_fms_batch_3,functional,medium
STRESS-0331,The software update function shall verify software update package signature before installation. Stress scenario page 83 shall preserve traceability for buffer 8.,Software Update,Update Safety,83,daily_uav_fms_batch_3,functional,high
STRESS-0332,The system shall maintain the update safety state when required to verify software update package signature before installation. Stress scenario page 83 shall preserve traceability for buffer 9.,Software Update,Update Safety,83,daily_uav_fms_batch_3,functional,high
STRESS-0333,The software update function shall reject update packages with an invalid rollback marker. Stress scenario page 84 shall preserve traceability for buffer 10.,Software Update,Update Safety,84,daily_uav_fms_batch_3,functional,high
STRESS-0334,The system shall maintain the update safety state when required to reject update packages with an invalid rollback marker. Stress scenario page 84 shall preserve traceability for buffer 11.,Software Update,Update Safety,84,daily_uav_fms_batch_3,functional,high
STRESS-0335,The software update function shall preserve the previous software image until post-update self-test passes. Stress scenario page 84 shall preserve traceability for buffer 12.,Software Update,Update Safety,84,daily_uav_fms_batch_3,functional,high
STRESS-0336,The system shall maintain the update safety state when required to preserve the previous software image until post-update self-test passes. Stress scenario page 84 shall preserve traceability for buffer 13.,Software Update,Update Safety,84,daily_uav_fms_batch_3,functional,high
STRESS-0337,The software update function shall block mission launch while update installation is in progress. Stress scenario page 85 shall preserve traceability for buffer 14.,Software Update,Update Safety,85,daily_uav_fms_batch_3,functional,high
STRESS-0338,The system shall maintain the update safety state when required to block mission launch while update installation is in progress. Stress scenario page 85 shall preserve traceability for buffer 15.,Software Update,Update Safety,85,daily_uav_fms_batch_3,functional,high
STRESS-0339,The software update function shall record software update result in the maintenance log. Stress scenario page 85 shall preserve traceability for buffer 16.,Software Update,Update Safety,85,daily_uav_fms_batch_3,functional,high
STRESS-0340,The system shall maintain the update safety state when required to record software update result in the maintenance log. Stress scenario page 85 shall preserve traceability for buffer 17.,Software Update,Update Safety,85,daily_uav_fms_batch_3,functional,high
STRESS-0341,The telemetry function shall generate telemetry frames containing navigation guidance power and health data. Stress scenario page 86 shall preserve traceability for buffer 1.,Telemetry,Reporting,86,daily_uav_fms_batch_3,functional,medium
STRESS-0342,The system shall maintain the reporting state when required to generate telemetry frames containing navigation guidance power and health data. Stress scenario page 86 shall preserve traceability for buffer 2.,Telemetry,Reporting,86,daily_uav_fms_batch_3,functional,medium
STRESS-0343,The telemetry function shall tag telemetry frames with source timestamp and sequence number. Stress scenario page 86 shall preserve traceability for buffer 3.,Telemetry,Reporting,86,daily_uav_fms_batch_3,functional,medium
STRESS-0344,The system shall maintain the reporting state when required to tag telemetry frames with source timestamp and sequence number. Stress scenario page 86 shall preserve traceability for buffer 4.,Telemetry,Reporting,86,daily_uav_fms_batch_3,functional,medium
STRESS-0345,The telemetry function shall drop telemetry frames that exceed the configured payload size. Stress scenario page 87 shall preserve traceability for buffer 5.,Telemetry,Reporting,87,daily_uav_fms_batch_3,functional,medium
STRESS-0346,The system shall maintain the reporting state when required to drop telemetry frames that exceed the configured payload size. Stress scenario page 87 shall preserve traceability for buffer 6.,Telemetry,Reporting,87,daily_uav_fms_batch_3,functional,medium
STRESS-0347,The telemetry function shall publish emergency telemetry immediately after emergency response entry. Stress scenario page 87 shall preserve traceability for buffer 7.,Telemetry,Reporting,87,daily_uav_fms_batch_3,functional,medium
STRESS-0348,The system shall maintain the reporting state when required to publish emergency telemetry immediately after emergency response entry. Stress scenario page 87 shall preserve traceability for buffer 8.,Telemetry,Reporting,87,daily_uav_fms_batch_3,functional,medium
STRESS-0349,The telemetry function shall report active control mode and mission phase to the ground station. Stress scenario page 88 shall preserve traceability for buffer 9.,Telemetry,Reporting,88,daily_uav_fms_batch_3,functional,medium
STRESS-0350,The system shall maintain the reporting state when required to report active control mode and mission phase to the ground station. Stress scenario page 88 shall preserve traceability for buffer 10.,Telemetry,Reporting,88,daily_uav_fms_batch_3,functional,medium
STRESS-0351,The fms function shall compute LNAV path transitions from active flight-plan legs. Stress scenario page 88 shall preserve traceability for buffer 11.,FMS,LNAV VNAV Fuel Displays,88,daily_uav_fms_batch_3,functional,medium
STRESS-0352,The system shall maintain the lnav vnav fuel displays state when required to compute LNAV path transitions from active flight-plan legs. Stress scenario page 88 shall preserve traceability for buffer 12.,FMS,LNAV VNAV Fuel Displays,88,daily_uav_fms_batch_3,functional,medium
STRESS-0353,The fms function shall compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 89 shall preserve traceability for buffer 13.,FMS,LNAV VNAV Fuel Displays,89,daily_uav_fms_batch_3,functional,medium
STRESS-0354,The system shall maintain the lnav vnav fuel displays state when required to compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 89 shall preserve traceability for buffer 14.,FMS,LNAV VNAV Fuel Displays,89,daily_uav_fms_batch_3,functional,medium
STRESS-0355,The fms function shall integrate fuel remaining with predicted time to destination. Stress scenario page 89 shall preserve traceability for buffer 15.,FMS,LNAV VNAV Fuel Displays,89,daily_uav_fms_batch_3,functional,medium
STRESS-0356,The system shall maintain the lnav vnav fuel displays state when required to integrate fuel remaining with predicted time to destination. Stress scenario page 89 shall preserve traceability for buffer 16.,FMS,LNAV VNAV Fuel Displays,89,daily_uav_fms_batch_3,functional,medium
STRESS-0357,The fms function shall display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 90 shall preserve traceability for buffer 17.,FMS,LNAV VNAV Fuel Displays,90,daily_uav_fms_batch_3,functional,medium
STRESS-0358,The system shall maintain the lnav vnav fuel displays state when required to display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 90 shall preserve traceability for buffer 1.,FMS,LNAV VNAV Fuel Displays,90,daily_uav_fms_batch_3,functional,medium
STRESS-0359,The fms function shall record flight-plan edits in the maintenance log. Stress scenario page 90 shall preserve traceability for buffer 2.,FMS,LNAV VNAV Fuel Displays,90,daily_uav_fms_batch_3,functional,medium
STRESS-0360,The system shall maintain the lnav vnav fuel displays state when required to record flight-plan edits in the maintenance log. Stress scenario page 90 shall preserve traceability for buffer 3.,FMS,LNAV VNAV Fuel Displays,90,daily_uav_fms_batch_3,functional,medium
STRESS-0361,The command authentication function shall authenticate uplink commands before execution. Stress scenario page 91 shall preserve traceability for buffer 4.,Command Authentication,Command Security,91,daily_uav_fms_batch_3,functional,high
STRESS-0362,The system shall maintain the command security state when required to authenticate uplink commands before execution. Stress scenario page 91 shall preserve traceability for buffer 5.,Command Authentication,Command Security,91,daily_uav_fms_batch_3,functional,high
STRESS-0363,The command authentication function shall reject commands with stale sequence counters. Stress scenario page 91 shall preserve traceability for buffer 6.,Command Authentication,Command Security,91,daily_uav_fms_batch_3,functional,high
STRESS-0364,The system shall maintain the command security state when required to reject commands with stale sequence counters. Stress scenario page 91 shall preserve traceability for buffer 7.,Command Authentication,Command Security,91,daily_uav_fms_batch_3,functional,high
STRESS-0365,The command authentication function shall log operator identity for every accepted command. Stress scenario page 92 shall preserve traceability for buffer 8.,Command Authentication,Command Security,92,daily_uav_fms_batch_3,functional,high
STRESS-0366,The system shall maintain the command security state when required to log operator identity for every accepted command. Stress scenario page 92 shall preserve traceability for buffer 9.,Command Authentication,Command Security,92,daily_uav_fms_batch_3,functional,high
STRESS-0367,The command authentication function shall validate command freshness against the configured command timer. Stress scenario page 92 shall preserve traceability for buffer 10.,Command Authentication,Command Security,92,daily_uav_fms_batch_3,functional,high
STRESS-0368,The system shall maintain the command security state when required to validate command freshness against the configured command timer. Stress scenario page 92 shall preserve traceability for buffer 11.,Command Authentication,Command Security,92,daily_uav_fms_batch_3,functional,high
STRESS-0369,The command authentication function shall isolate command buffers after authentication failure. Stress scenario page 93 shall preserve traceability for buffer 12.,Command Authentication,Command Security,93,daily_uav_fms_batch_3,functional,high
STRESS-0370,The system shall maintain the command security state when required to isolate command buffers after authentication failure. Stress scenario page 93 shall preserve traceability for buffer 13.,Command Authentication,Command Security,93,daily_uav_fms_batch_3,functional,high
STRESS-0371,The mission management function shall validate uploaded waypoints before storing the mission plan. Stress scenario page 93 shall preserve traceability for buffer 14.,Mission Management,Mission Upload,93,daily_uav_fms_batch_3,functional,medium
STRESS-0372,The system shall maintain the mission upload state when required to validate uploaded waypoints before storing the mission plan. Stress scenario page 93 shall preserve traceability for buffer 15.,Mission Management,Mission Upload,93,daily_uav_fms_batch_3,functional,medium
STRESS-0373,The mission management function shall reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 94 shall preserve traceability for buffer 16.,Mission Management,Mission Upload,94,daily_uav_fms_batch_3,functional,medium
STRESS-0374,The system shall maintain the mission upload state when required to reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 94 shall preserve traceability for buffer 17.,Mission Management,Mission Upload,94,daily_uav_fms_batch_3,functional,medium
STRESS-0375,The mission management function shall preserve the active mission until the new mission passes validation. Stress scenario page 94 shall preserve traceability for buffer 1.,Mission Management,Mission Upload,94,daily_uav_fms_batch_3,functional,medium
STRESS-0376,The system shall maintain the mission upload state when required to preserve the active mission until the new mission passes validation. Stress scenario page 94 shall preserve traceability for buffer 2.,Mission Management,Mission Upload,94,daily_uav_fms_batch_3,functional,medium
STRESS-0377,The mission management function shall set the mission_ready flag after all waypoints are verified. Stress scenario page 95 shall preserve traceability for buffer 3.,Mission Management,Mission Upload,95,daily_uav_fms_batch_3,functional,medium
STRESS-0378,The system shall maintain the mission upload state when required to set the mission_ready flag after all waypoints are verified. Stress scenario page 95 shall preserve traceability for buffer 4.,Mission Management,Mission Upload,95,daily_uav_fms_batch_3,functional,medium
STRESS-0379,The mission management function shall clear the upload buffer after a failed mission transfer. Stress scenario page 95 shall preserve traceability for buffer 5.,Mission Management,Mission Upload,95,daily_uav_fms_batch_3,functional,medium
STRESS-0380,The system shall maintain the mission upload state when required to clear the upload buffer after a failed mission transfer. Stress scenario page 95 shall preserve traceability for buffer 6.,Mission Management,Mission Upload,95,daily_uav_fms_batch_3,functional,medium
STRESS-0381,The navigation function shall compute navigation state from GPS and inertial reference data. Stress scenario page 96 shall preserve traceability for buffer 7.,Navigation,Sensor Fusion,96,daily_uav_fms_batch_3,functional,medium
STRESS-0382,The system shall maintain the sensor fusion state when required to compute navigation state from GPS and inertial reference data. Stress scenario page 96 shall preserve traceability for buffer 8.,Navigation,Sensor Fusion,96,daily_uav_fms_batch_3,functional,medium
STRESS-0383,The navigation function shall enter inertial fallback when GPS validity is lost. Stress scenario page 96 shall preserve traceability for buffer 9.,Navigation,Sensor Fusion,96,daily_uav_fms_batch_3,functional,medium
STRESS-0384,The system shall maintain the sensor fusion state when required to enter inertial fallback when GPS validity is lost. Stress scenario page 96 shall preserve traceability for buffer 10.,Navigation,Sensor Fusion,96,daily_uav_fms_batch_3,functional,medium
STRESS-0385,The navigation function shall raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 97 shall preserve traceability for buffer 11.,Navigation,Sensor Fusion,97,daily_uav_fms_batch_3,functional,medium
STRESS-0386,The system shall maintain the sensor fusion state when required to raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 97 shall preserve traceability for buffer 12.,Navigation,Sensor Fusion,97,daily_uav_fms_batch_3,functional,medium
STRESS-0387,The navigation function shall publish the selected navigation source to guidance. Stress scenario page 97 shall preserve traceability for buffer 13.,Navigation,Sensor Fusion,97,daily_uav_fms_batch_3,functional,medium
STRESS-0388,The system shall maintain the sensor fusion state when required to publish the selected navigation source to guidance. Stress scenario page 97 shall preserve traceability for buffer 14.,Navigation,Sensor Fusion,97,daily_uav_fms_batch_3,functional,medium
STRESS-0389,The navigation function shall restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 98 shall preserve traceability for buffer 15.,Navigation,Sensor Fusion,98,daily_uav_fms_batch_3,functional,medium
STRESS-0390,The system shall maintain the sensor fusion state when required to restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 98 shall preserve traceability for buffer 16.,Navigation,Sensor Fusion,98,daily_uav_fms_batch_3,functional,medium
STRESS-0391,The guidance function shall select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 98 shall preserve traceability for buffer 17.,Guidance,Waypoint Guidance,98,daily_uav_fms_batch_3,functional,medium
STRESS-0392,The system shall maintain the waypoint guidance state when required to select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 98 shall preserve traceability for buffer 1.,Guidance,Waypoint Guidance,98,daily_uav_fms_batch_3,functional,medium
STRESS-0393,The guidance function shall compute lateral guidance commands from current track and desired path. Stress scenario page 99 shall preserve traceability for buffer 2.,Guidance,Waypoint Guidance,99,daily_uav_fms_batch_3,functional,medium
STRESS-0394,The system shall maintain the waypoint guidance state when required to compute lateral guidance commands from current track and desired path. Stress scenario page 99 shall preserve traceability for buffer 3.,Guidance,Waypoint Guidance,99,daily_uav_fms_batch_3,functional,medium
STRESS-0395,The guidance function shall compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 99 shall preserve traceability for buffer 4.,Guidance,Waypoint Guidance,99,daily_uav_fms_batch_3,functional,medium
STRESS-0396,The system shall maintain the waypoint guidance state when required to compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 99 shall preserve traceability for buffer 5.,Guidance,Waypoint Guidance,99,daily_uav_fms_batch_3,functional,medium
STRESS-0397,The guidance function shall hold the active waypoint when navigation validity is degraded. Stress scenario page 100 shall preserve traceability for buffer 6.,Guidance,Waypoint Guidance,100,daily_uav_fms_batch_3,functional,medium
STRESS-0398,The system shall maintain the waypoint guidance state when required to hold the active waypoint when navigation validity is degraded. Stress scenario page 100 shall preserve traceability for buffer 7.,Guidance,Waypoint Guidance,100,daily_uav_fms_batch_3,functional,medium
STRESS-0399,The guidance function shall output guidance mode status to telemetry. Stress scenario page 100 shall preserve traceability for buffer 8.,Guidance,Waypoint Guidance,100,daily_uav_fms_batch_3,functional,medium
STRESS-0400,The system shall maintain the waypoint guidance state when required to output guidance mode status to telemetry. Stress scenario page 100 shall preserve traceability for buffer 9.,Guidance,Waypoint Guidance,100,daily_uav_fms_batch_3,functional,medium
STRESS-0401,The flight control function shall allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 101 shall preserve traceability for buffer 10.,Flight Control,Automatic Mode,101,daily_uav_fms_batch_3,functional,high
STRESS-0402,The system shall maintain the automatic mode state when required to allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 101 shall preserve traceability for buffer 11.,Flight Control,Automatic Mode,101,daily_uav_fms_batch_3,functional,high
STRESS-0403,The flight control function shall exit automatic mode when pilot override is detected. Stress scenario page 101 shall preserve traceability for buffer 12.,Flight Control,Automatic Mode,101,daily_uav_fms_batch_3,functional,high
STRESS-0404,The system shall maintain the automatic mode state when required to exit automatic mode when pilot override is detected. Stress scenario page 101 shall preserve traceability for buffer 13.,Flight Control,Automatic Mode,101,daily_uav_fms_batch_3,functional,high
STRESS-0405,The flight control function shall limit lateral control command rate to the configured bound. Stress scenario page 102 shall preserve traceability for buffer 14.,Flight Control,Automatic Mode,102,daily_uav_fms_batch_3,functional,high
STRESS-0406,The system shall maintain the automatic mode state when required to limit lateral control command rate to the configured bound. Stress scenario page 102 shall preserve traceability for buffer 15.,Flight Control,Automatic Mode,102,daily_uav_fms_batch_3,functional,high
STRESS-0407,The flight control function shall limit vertical control command rate to the configured bound. Stress scenario page 102 shall preserve traceability for buffer 16.,Flight Control,Automatic Mode,102,daily_uav_fms_batch_3,functional,high
STRESS-0408,The system shall maintain the automatic mode state when required to limit vertical control command rate to the configured bound. Stress scenario page 102 shall preserve traceability for buffer 17.,Flight Control,Automatic Mode,102,daily_uav_fms_batch_3,functional,high
STRESS-0409,The flight control function shall inhibit arming when any flight-control self-test fails. Stress scenario page 103 shall preserve traceability for buffer 1.,Flight Control,Automatic Mode,103,daily_uav_fms_batch_3,functional,high
STRESS-0410,The system shall maintain the automatic mode state when required to inhibit arming when any flight-control self-test fails. Stress scenario page 103 shall preserve traceability for buffer 2.,Flight Control,Automatic Mode,103,daily_uav_fms_batch_3,functional,high
STRESS-0411,The power management function shall estimate remaining battery capacity from voltage current and temperature. Stress scenario page 103 shall preserve traceability for buffer 3.,Power Management,Battery Readiness,103,daily_uav_fms_batch_3,functional,high
STRESS-0412,The system shall maintain the battery readiness state when required to estimate remaining battery capacity from voltage current and temperature. Stress scenario page 103 shall preserve traceability for buffer 4.,Power Management,Battery Readiness,103,daily_uav_fms_batch_3,functional,high
STRESS-0413,The power management function shall inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 104 shall preserve traceability for buffer 5.,Power Management,Battery Readiness,104,daily_uav_fms_batch_3,functional,high
STRESS-0414,The system shall maintain the battery readiness state when required to inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 104 shall preserve traceability for buffer 6.,Power Management,Battery Readiness,104,daily_uav_fms_batch_3,functional,high
STRESS-0415,The power management function shall inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 104 shall preserve traceability for buffer 7.,Power Management,Battery Readiness,104,daily_uav_fms_batch_3,functional,high
STRESS-0416,The system shall maintain the battery readiness state when required to inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 104 shall preserve traceability for buffer 8.,Power Management,Battery Readiness,104,daily_uav_fms_batch_3,functional,high
STRESS-0417,The power management function shall publish battery readiness status to mission management. Stress scenario page 105 shall preserve traceability for buffer 9.,Power Management,Battery Readiness,105,daily_uav_fms_batch_3,functional,high
STRESS-0418,The system shall maintain the battery readiness state when required to publish battery readiness status to mission management. Stress scenario page 105 shall preserve traceability for buffer 10.,Power Management,Battery Readiness,105,daily_uav_fms_batch_3,functional,high
STRESS-0419,The power management function shall record battery health trend data for maintenance. Stress scenario page 105 shall preserve traceability for buffer 11.,Power Management,Battery Readiness,105,daily_uav_fms_batch_3,functional,high
STRESS-0420,The system shall maintain the battery readiness state when required to record battery health trend data for maintenance. Stress scenario page 105 shall preserve traceability for buffer 12.,Power Management,Battery Readiness,105,daily_uav_fms_batch_3,functional,high
STRESS-0421,The communications function shall detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 106 shall preserve traceability for buffer 13.,Communications,Lost Link,106,daily_uav_fms_batch_3,functional,medium
STRESS-0422,The system shall maintain the lost link state when required to detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 106 shall preserve traceability for buffer 14.,Communications,Lost Link,106,daily_uav_fms_batch_3,functional,medium
STRESS-0423,The communications function shall enter lost-link behavior after the lost_link timer expires. Stress scenario page 106 shall preserve traceability for buffer 15.,Communications,Lost Link,106,daily_uav_fms_batch_3,functional,medium
